Zone, Enrollment, PwD-Status, PaperCode1, PaperCode2, registrationId1, registrationId1, City-Choice1, City-Choice2, City-Choice3, ChoiceNumber
Zone5, C119S95, false, MA, MS, null, null, 37, 40, 20, 1
Zone3, C123R88, false, CY, null, null, null, 27, 21, 19, -1
Zone3, C121R40, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C121Q69, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C102Y24, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C123R62, false, CY, null, null, null, 27, 18, 35, -1
Zone3, C115G41, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C117Y81, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C122Q17, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C114P66, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C121H45, false, CY, null, null, null, 27, 20, 18, -1
Zone3, C118B97, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C114P53, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C113Y29, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C121S70, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C112N94, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C118N57, false, CY, null, null, null, 27, 20, 18, -1
Zone3, C116J87, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C120X13, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C119E80, false, CY, null, null, null, 27, 21, 19, -1
Zone3, C117N91, false, GG, null, null, null, 27, 18, 21, -1
Zone3, C121G41, false, CY, null, null, null, 27, 19, 20, -1
Zone3, C113W37, false, MS, null, null, null, 27, 18, 20, -1
Zone3, C116K80, false, CY, null, null, null, 27, 18, 21, -1
Zone4, C120V74, false, BT, null, null, null, 31, 30, 34, -1
Zone3, C121W30, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C121W29, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C121W15, false, CY, null, null, null, 27, 18, 62, -1
Zone4, C121Y53, false, GG, null, null, null, 31, 30, 34, -1
Zone3, C123Z33, false, CY, null, null, null, 27, 21, 22, -1
Zone3, C111G30, false, CY, null, null, null, 27, 18, 35, -1
Zone3, C122G87, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C111T16, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C121R65, false, CY, null, null, null, 27, 18, 20, -1
Zone5, C120H62, true, CY, null, null, null, 38, 41, 23, -1
Zone3, C118C76, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C108J77, false, CY, null, null, null, 27, 21, 22, -1
Zone3, C122G82, true, CY, null, null, null, 18, 21, 19, -1
Zone3, C122A81, false, MS, null, null, null, 27, 18, 40, -1
Zone3, C122G97, false, CY, null, null, null, 27, 18, 21, -1
Zone5, C117H19, true, MS, null, null, null, 41, 36, 40, 1
Zone3, C106R93, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C118H34, false, MS, null, null, null, 27, 18, 40, -1
Zone3, C122H13, false, CY, null, null, null, 27, 18, 37, -1
Zone3, C121W31, false, CY, null, null, null, 27, 18, 22, -1
Zone4, C121N85, false, PH, null, null, null, 31, 30, 1, -1
Zone3, C102T82, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C118R34, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C120V95, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C125S49, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C122J28, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C126C90, false, CY, null, null, null, 27, 18, 62, -1
Zone4, C122J20, false, PH, null, null, null, 31, 30, 44, -1
Zone4, C118K59, false, BL, null, null, null, 31, 30, 34, -1
Zone3, C111B73, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C122Z99, false, CY, null, null, null, 27, 18, 20, -1
Zone4, C113R80, false, PH, null, null, null, 31, 30, 41, -1
Zone3, C122K49, false, CY, null, null, null, 27, 18, 62, -1
Zone4, C122M15, false, MA, null, null, null, 31, 30, 44, -1
Zone3, C105C78, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C122J13, false, CY, null, null, null, 27, 18, 21, -1
Zone4, C125N30, false, BL, null, null, null, 31, 30, 44, -1
Zone3, C120F89, false, CY, null, null, null, 27, 18, 40, -1
Zone3, C112B97, false, CY, null, null, null, 27, 18, 62, -1
Zone4, C116K68, false, MS, null, null, null, 31, 30, 34, -1
Zone4, C116M92, false, MS, null, null, null, 31, 30, 33, -1
Zone4, C117C99, false, PH, null, null, null, 31, 30, 34, -1
Zone3, C116X28, false, CY, null, null, null, 27, 18, 37, -1
Zone3, C118D60, false, MS, null, null, null, 27, 18, 20, -1
Zone4, C118E57, false, MS, null, null, null, 31, 30, 34, -1
Zone3, C118F61, false, CY, null, null, null, 27, 21, 22, -1
Zone3, C117Z69, true, CY, null, null, null, 18, 27, 20, -1
Zone3, C115T16, false, CY, null, null, null, 27, 21, 62, -1
Zone3, C114R53, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C114P88, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C114Q89, false, CY, null, null, null, 27, 21, 20, -1
Zone3, C114Q69, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C114Z13, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C116G14, false, CY, null, null, null, 27, 18, 19, -1
Zone4, C119C97, false, CY, null, null, null, 31, 30, 34, -1
Zone4, C118Y83, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C118Y76, false, BT, null, null, null, 27, 21, 62, -1
Zone3, C116N59, false, CY, null, null, null, 27, 19, 18, -1
Zone3, C115S90, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C117C32, false, CY, null, null, null, 27, 21, 20, -1
Zone3, C115E52, false, CY, null, null, null, 27, 19, 62, -1
Zone4, C107M94, false, CY, null, null, null, 31, 30, 44, -1
Zone4, C111H25, false, GG, null, null, null, 31, 30, 44, -1
Zone3, C111Q53, false, BT, null, null, null, 27, 20, 63, -1
Zone3, C116Z32, false, CY, null, null, null, 27, 18, 20, -1
Zone4, C116J79, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C104E92, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C117B76, false, CY, null, null, null, 27, 18, 60, -1
Zone3, C115Q23, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C105Q21, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C109T62, false, CY, null, null, null, 27, 21, 62, -1
Zone3, C102M27, false, MS, null, null, null, 27, 18, 62, -1
Zone3, C121B75, false, MS, null, null, null, 27, 18, 20, -1
Zone3, C121G26, false, CY, null, null, null, 27, 22, 59, -1
Zone3, C121K17, false, CY, null, null, null, 27, 21, 62, -1
Zone3, C121H81, false, BT, null, null, null, 27, 18, 19, -1
Zone3, C121M91, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C118P75, true, PH, null, null, null, 27, 18, 20, -1
Zone3, C115E64, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C122T36, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C120M68, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C109U76, false, CY, null, null, null, 27, 21, 62, -1
Zone3, C117P99, false, CY, null, null, null, 27, 18, 37, -1
Zone3, C122V69, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C122V67, false, MS, null, null, null, 27, 21, 18, -1
Zone5, C120T63, true, MA, null, null, null, 38, 35, 23, -1
Zone3, C119R20, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C115A98, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C117R22, false, CY, null, null, null, 27, 24, 18, -1
Zone3, C116W30, false, CY, null, null, null, 27, 18, 62, -1
Zone4, C122N41, false, BL, null, null, null, 31, 30, 34, -1
Zone4, C116Q98, false, PH, null, null, null, 31, 30, 44, -1
Zone3, C115Q49, false, CY, null, null, null, 27, 18, 19, -1
Zone4, C124B52, false, BT, null, null, null, 31, 30, 44, -1
Zone3, C120Y85, false, MS, null, null, null, 27, 18, 35, -1
Zone4, C118E36, false, BL, null, null, null, 31, 30, 34, -1
Zone4, C118E70, false, GG, null, null, null, 31, 30, 44, -1
Zone3, C116J31, false, CY, null, null, null, 27, 21, 18, -1
Zone4, C117K41, false, CY, null, null, null, 31, 30, 44, -1
Zone4, C105R39, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C116B41, false, CY, null, null, null, 27, 18, 16, -1
Zone3, C121N99, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C123R83, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C118H11, false, CY, null, null, null, 27, 22, 18, -1
Zone3, C125Z16, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C123F48, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C102E58, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C127B86, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C120T65, false, CY, null, null, null, 27, 19, 20, -1
Zone3, C106S76, false, GG, null, null, null, 27, 18, 19, -1
Zone3, C127X59, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C125W24, false, CY, null, null, null, 27, 18, 21, -1
Zone4, C118X74, false, PH, null, null, null, 31, 30, 34, -1
Zone4, C120R24, false, CY, null, null, null, 31, 30, 27, -1
Zone3, C110V80, false, CY, null, null, null, 27, 18, 34, -1
Zone3, C121Q41, false, CY, null, null, null, 27, 22, 18, -1
Zone4, C118E59, false, CY, null, null, null, 31, 30, 44, -1
Zone4, C124Q15, false, BL, null, null, null, 31, 30, 44, -1
Zone3, C120J51, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C119X70, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C120F79, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C120Y52, false, MS, null, null, null, 27, 18, 19, -1
Zone3, C122N64, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C123P79, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C115B99, false, CY, null, null, null, 27, 18, 21, -1
Zone5, C120S49, true, MA, null, null, null, 36, 40, 41, -1
Zone5, C123T31, true, MA, null, null, null, 41, 36, 40, -1
Zone3, C124Q24, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C119Z18, false, MS, null, null, null, 27, 18, 60, -1
Zone4, C113Q48, false, MA, null, null, null, 31, 30, 44, -1
Zone5, C127V65, true, MA, null, null, null, 41, 36, 40, -1
Zone3, C117G44, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C124C80, false, CY, null, null, null, 27, 21, 19, -1
Zone4, C125M18, false, BL, null, null, null, 31, 30, 34, -1
Zone3, C122H94, false, CY, null, null, null, 27, 21, 19, -1
Zone3, C122Z70, false, CY, null, null, null, 27, 21, 18, -1
Zone4, C125C79, false, PH, null, null, null, 31, 30, 44, -1
Zone4, C105A91, false, MA, null, null, null, 31, 30, 46, -1
Zone3, C121N14, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C121M90, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C121K60, false, CY, null, null, null, 27, 21, 62, -1
Zone4, C122M52, false, BL, null, null, null, 31, 30, 34, -1
Zone5, C121J10, true, GG, null, null, null, 41, 36, 40, 1
Zone3, C120Z87, false, CY, null, null, null, 27, 21, 24, -1
Zone3, C121H13, false, CY, null, null, null, 27, 20, 18, -1
Zone4, C123C86, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C101R47, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C120Z49, false, CY, null, null, null, 27, 21, 22, -1
Zone4, C126E93, false, PH, null, null, null, 31, 30, 34, -1
Zone3, C109B76, false, CY, null, null, null, 27, 18, 19, -1
Zone4, C109K53, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C118U67, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C123K40, false, CY, null, null, null, 27, 21, 19, -1
Zone3, C123H95, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C120Q99, false, CY, null, null, null, 27, 18, 20, -1
Zone4, C125S98, false, MS, null, null, null, 31, 30, 34, -1
Zone3, C117B20, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C114R89, false, CY, null, null, null, 27, 18, 63, -1
Zone3, C121X96, false, CY, null, null, null, 27, 21, 24, -1
Zone3, C101A38, false, CY, null, null, null, 27, 20, 18, -1
Zone3, C121S34, false, CY, null, null, null, 27, 21, 19, -1
Zone3, C117J48, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C104P49, false, BT, null, null, null, 27, 18, 19, -1
Zone3, C117G10, false, CY, null, null, null, 27, 21, 62, -1
Zone3, C124T55, false, CY, null, null, null, 27, 20, 62, -1
Zone4, C120E98, false, PH, null, null, null, 31, 30, 34, -1
Zone3, C109F41, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C124R34, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C121U13, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C125T27, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C123U13, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C122B83, false, CY, null, null, null, 27, 18, 20, -1
Zone4, C124N37, false, BL, null, null, null, 31, 30, 34, -1
Zone3, C109A89, true, PH, null, null, null, 27, 18, 20, -1
Zone3, C119V33, false, BT, null, null, null, 27, 18, 21, -1
Zone3, C101N20, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C121T77, false, CY, null, null, null, 27, 18, 33, -1
Zone3, C112Y87, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C119E25, false, CY, null, null, null, 27, 20, 18, -1
Zone4, C122A41, false, MA, null, null, null, 31, 30, 44, -1
Zone3, C111J56, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C122K57, false, CY, null, null, null, 27, 18, 35, -1
Zone3, C118C33, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C114Y15, false, CY, null, null, null, 27, 18, 41, -1
Zone3, C127G60, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C123G60, true, MA, null, null, null, 27, 20, 62, -1
Zone3, C124T74, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C128G55, false, MS, null, null, null, 27, 18, 21, -1
Zone4, C121V79, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C117A39, false, CY, null, null, null, 27, 21, 18, -1
Zone4, C120P65, false, PH, null, null, null, 31, 30, 34, -1
Zone4, C123E77, false, CY, null, null, null, 31, 30, 44, -1
Zone4, C126A57, false, PH, null, null, null, 31, 30, 34, -1
Zone3, C123T11, false, CY, null, null, null, 27, 18, 5, -1
Zone3, C122M35, false, CY, null, null, null, 27, 18, 21, -1
Zone4, C107T18, false, GG, null, null, null, 31, 30, 44, -1
Zone3, C123H24, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C123H14, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C123E84, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C122Q80, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C122K76, true, BT, null, null, null, 25, 27, 18, -1
Zone3, C111W33, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C123W79, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C114Q78, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C123C19, false, MA, null, null, null, 27, 21, 19, -1
Zone3, C116X59, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C119Y35, false, MA, null, null, null, 27, 18, 24, -1
Zone3, C128B10, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C106K88, false, MA, null, null, null, 27, 21, 19, -1
Zone4, C122G75, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C122Q75, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C123W41, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C102T34, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C123X53, false, PH, null, null, null, 27, 19, 62, -1
Zone3, C114F40, false, MA, null, null, null, 27, 19, 18, -1
Zone3, C116U59, false, PH, null, null, null, 27, 19, 62, -1
Zone3, C116U66, false, PH, null, null, null, 27, 19, 62, -1
Zone3, C124G31, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C120S16, false, MA, null, null, null, 27, 18, 38, -1
Zone3, C122X39, false, PH, null, null, null, 27, 18, 57, -1
Zone3, C122H99, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C124E83, false, BL, null, null, null, 27, 18, 19, -1
Zone3, C123R51, false, PH, null, null, null, 27, 21, 18, -1
Zone3, C112V41, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C124H46, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C124H79, false, PH, null, null, null, 27, 21, 18, -1
Zone3, C117G64, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C123W23, false, CY, null, null, null, 27, 18, 19, -1
Zone4, C124H82, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C123A99, false, CY, null, null, null, 27, 18, 37, -1
Zone3, C124T10, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C122T94, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C123A63, false, BT, null, null, null, 27, 18, 21, -1
Zone3, C116C46, false, PH, null, null, null, 27, 18, 20, -1
Zone4, C125T20, false, MA, null, null, null, 31, 30, 34, -1
Zone3, C115Q98, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C115T43, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C121H90, false, CY, null, null, null, 27, 18, 25, -1
Zone3, C124Z38, false, CY, null, null, null, 27, 18, 40, -1
Zone4, C125T89, false, BL, null, null, null, 31, 30, 34, -1
Zone4, C125D81, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C116M12, false, CY, null, null, null, 27, 20, 62, -1
Zone3, C128M46, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C125D95, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C122Y59, false, MA, null, null, null, 27, 22, 21, -1
Zone4, C117F86, false, PH, null, null, null, 31, 30, 44, -1
Zone3, C120X20, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C124H78, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C120R86, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C118E95, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C118A44, false, BL, null, null, null, 27, 18, 19, -1
Zone3, C117Z52, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C127C49, false, CY, null, null, null, 27, 18, 21, -1
Zone5, C115K41, true, BT, null, null, null, 41, 36, 40, -1
Zone3, C122Y29, false, MA, null, null, null, 27, 20, 21, -1
Zone4, C122Y21, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C117S40, false, CY, null, null, null, 27, 21, 62, -1
Zone3, C105H90, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C126J82, false, PH, null, null, null, 27, 21, 19, -1
Zone4, C124F34, false, PH, null, null, null, 31, 30, 27, -1
Zone3, C128V96, false, PH, null, null, null, 27, 20, 61, -1
Zone3, C109Q20, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C120B46, false, CY, null, null, null, 27, 18, 35, -1
Zone3, C123B15, false, BL, null, null, null, 27, 18, 58, -1
Zone3, C123A40, true, PH, null, null, null, 20, 18, 63, -1
Zone3, C125T67, false, PH, null, null, null, 27, 18, 24, -1
Zone3, C124A25, false, PH, null, null, null, 27, 22, 24, -1
Zone4, C124M57, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C123S53, false, CY, null, null, null, 27, 18, 30, -1
Zone3, C120K24, false, PH, null, null, null, 27, 22, 18, -1
Zone4, C124E91, false, BL, null, null, null, 31, 30, 34, -1
Zone3, C126J70, false, BL, null, null, null, 27, 18, 12, -1
Zone3, C124U57, false, MS, null, null, null, 27, 18, 21, -1
Zone4, C120Q11, false, CY, null, null, null, 31, 30, 34, -1
Zone4, C114K14, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C125K38, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C109K27, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C122R61, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C126K40, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C108V86, false, PH, null, null, null, 27, 18, 22, -1
Zone4, C124H89, false, MS, null, null, null, 31, 30, 34, -1
Zone3, C123V99, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C102Y88, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C124U58, false, CY, null, null, null, 27, 18, 34, -1
Zone3, C123G25, false, PH, null, null, null, 27, 21, 18, -1
Zone4, C127X34, false, MA, null, null, null, 31, 30, 34, -1
Zone4, C122C12, false, BL, null, null, null, 31, 30, 34, -1
Zone3, C124J34, false, BT, null, null, null, 27, 18, 19, -1
Zone3, C122R92, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C124V35, false, MA, null, null, null, 27, 21, 18, -1
Zone4, C123X56, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C125U33, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C121Z29, false, CY, null, null, null, 27, 18, 60, -1
Zone3, C116K24, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C128E62, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C120V92, false, BL, null, null, null, 27, 20, 18, -1
Zone3, C101D65, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C124T76, false, MS, null, null, null, 27, 18, 20, -1
Zone3, C116J90, false, MS, null, null, null, 27, 18, 21, -1
Zone4, C124M78, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C117D97, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C122P72, false, PH, null, null, null, 27, 18, 25, -1
Zone3, C124P73, false, PH, null, null, null, 27, 18, 25, -1
Zone3, C105J31, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C125F20, false, MA, null, null, null, 27, 21, 62, -1
Zone3, C113T76, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C124W51, false, PH, null, null, null, 27, 18, 25, -1
Zone3, C124U94, false, PH, null, null, null, 27, 18, 24, -1
Zone3, C125W84, false, CY, null, null, null, 27, 22, 18, -1
Zone3, C121A24, false, BL, null, null, null, 27, 21, 18, -1
Zone3, C105R35, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C109M35, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C124M76, false, PH, null, null, null, 27, 18, 20, -1
Zone5, C125M36, true, PH, null, null, null, 41, 39, 36, -1
Zone3, C122W64, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C106U23, false, MS, null, null, null, 27, 18, 20, -1
Zone3, C125C50, false, MS, null, null, null, 27, 18, 60, -1
Zone3, C117C16, false, CY, null, null, null, 27, 21, 62, -1
Zone3, C114A97, false, CY, null, null, null, 27, 20, 61, -1
Zone3, C125R74, false, CY, null, null, null, 27, 18, 62, -1
Zone4, C127J25, false, CY, null, null, null, 31, 30, 44, -1
Zone4, C127Q66, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C109E91, false, BL, null, null, null, 27, 20, 18, -1
Zone3, C125H37, false, PH, null, null, null, 27, 18, 22, -1
Zone3, C125H27, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C124W59, false, PH, null, null, null, 27, 18, 59, -1
Zone3, C121S52, false, CY, null, null, null, 27, 18, 24, -1
Zone3, C111M32, false, CY, null, null, null, 27, 18, 61, -1
Zone3, C125F49, false, PH, null, null, null, 27, 20, 18, -1
Zone3, C127N99, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C112G21, false, MA, null, null, null, 27, 18, 24, -1
Zone3, C127J93, false, MA, null, null, null, 27, 19, 21, -1
Zone3, C119R25, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C105X44, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C124Z11, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C123V39, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C113F75, false, MA, null, null, null, 27, 18, 35, -1
Zone3, C105H58, false, MA, null, null, null, 27, 18, 35, -1
Zone3, C121Z81, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C105F84, false, CY, null, null, null, 27, 20, 18, -1
Zone3, C102U41, false, MA, null, null, null, 27, 18, 20, -1
